"","event_id","primary_act_id","secondary_act_id","purch_party_lkup_id","event_name","primary_act_name","secondary_act_name","major_cat_name","minor_cat_name","la_event_type_cat","event_disp_name","ticket_text","tickets_purchased_qty","trans_face_val_amt","delivery_type_cd","event_date_time","event_dt","presale_dt","onsale_dt","sales_ord_create_dttm","sales_ord_tran_dt","print_dt","timezn_nm","venue_city","venue_state","venue_postal_cd_sgmt_1","sales_platform_cd","print_flg","la_valid_tkt_event_flg","fin_mkt_nm","web_session_cookie_val","gndr_cd","age_yr","income_amt","edu_val","edu_1st_indv_val","edu_2nd_indv_val","adults_in_hh_num","married_ind","child_present_ind","home_owner_ind","occpn_val","occpn_1st_val","occpn_2nd_val","dist_to_ven"
"11","b4cc0c243aa04e95c690","c840ddabb44fdbd2a321","b85143bf51323b72e53c","7c9852c3e79c17098e51","Earth Wind Fire/chicago:jones Beach Theater Premier Parking","Tommy Hilfiger At Jones Beach Theater Premier Parking","NULL","MISC","PARKING","PARKING","Earth Wind Fire/chicago:jones Beach Theater Premier Parking","THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%GOOD FOR THIS DATE ONLY%TOMMY HILFIGER%AT JONES BEACH THEATER%SUN JUL 3, 2005 7:30PM",1,15,"Mail","2005-07-03 23:30:00","2005-07-03","NULL","2005-05-07","2005-06-17 00:00:00","2005-06-17","2005-06-22","EST","WANTAGH","NEW YORK","11793","NULL","T ","N ","New York","7c9852c3e79c17098e51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","4b66d72e5fb5afde9b22","8475a7f6159d0149c11d","aa4fd4d8446a98d8d41e","afe2df0003c721b23a1a","Florence And The Machine: How Beautiful Tour","Florence and the Machine","Grimes","CONCERTS","ROCK/POP","CONCERTS","Florence And The Machine: How Beautiful Tour"," LIVE NATION & C3 PRESENT  Florence and the Machine     HOW BEAUTIFUL TOUR      AUSTIN360 AMPHITHEATER      **RAIN OR SHINE***     THU MAY 19 2016 7:30 PM  ",2,166,"Mail","2016-05-20 00:30:00","2016-05-19","2016-01-12","2016-01-16","2016-01-30 14:17:13","2016-01-30","2016-02-03","CST","DEL VALLE","TEXAS","78617","www.ticketmaster.com","T ","Y ","San Antonio","afe2df0003c721b23a1a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","6c8e43baa1f16851896c","5a29f349bfe4d595f521","b85143bf51323b72e53c","08094ed2d799af0e215a","Verizon Wireless Music Center Indy Vip Parking: Brooks & dunn","Klipsch Music Ctr. Ind. Premier Parking","NULL","MISC","PARKING","PARKING","Verizon Wireless Music Center Indy Vip Parking: Brooks & dunn","THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%VIP PARKING PASS%VERIZON WIRELESS MUSIC CTR%FRI JUL 16 2010  7:30PM",1,25,"TicketFast","2010-07-16 23:30:00","2010-07-16","NULL","2010-03-06","2010-04-17 00:00:00","2010-04-17","2010-07-15","CST","NOBLESVILLE","INDIANA","46060","NULL","T ","N ","Indiana-Ohio","08094ed2d799af0e215a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2fecde52e5d99c8b6dfd","9ea8ab40f58d18305ac8","b85143bf51323b72e53c","a36f9e8338e545169b88","Premier Parking : def leppard / journey","Sleep Train Amphitheatre Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking : def leppard / journey","THIS TICKET IS VALID%FOR PARKING ONLY%GOOD 8/27/06 ONLY%PREMIER PARKING%SLEEP TRAIN AMPHITHEATRE%SUN AUG 27 2006",1,20,"Mail","2006-08-28 02:30:00","2006-08-27","NULL","2006-04-08","2006-06-06 00:00:00","2006-06-06","2006-06-11","PST","WHEATLAND","CALIFORNIA","95692","NULL","T ","N ","N. California","a36f9e8338e545169b88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","bce61475a88dfc06e468","a14232befff04be1e2f3","b85143bf51323b72e53c","197590438a477954bd00","The Allman Brothers Band-pnc Bank Arts Center Holmdel Premier Parking","PNC Bank Arts Center Holmdel Premier Parking","NULL","MISC","PARKING","PARKING","The Allman Brothers Band-pnc Bank Arts Center Holmdel Premier Parking","THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%GOOD FOR THIS DATE ONLY%PREMIER PARKING PASS%PNC BANK ARTS CENTER%TUE AUG 23, 2005 6:30PM",1,30,"TicketFast","2005-08-23 22:30:00","2005-08-23","NULL","2005-05-07","2005-07-22 00:00:00","2005-07-22","2005-07-25","EST","HOLMDEL","NEW JERSEY","07733","NULL","T ","N ","New York","197590438a477954bd00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","5a4243db4a98660a2315","6cdc2e270775b7e2f709","a439a04087548e8ed519","35604092ecd25b8bb80e","Fillmore Detroit Vip Fast Lane: Motion City Soundtrack & say anything","Vip Fast Lane","Motion City Soundtrack & Say Anything","MISC","CONCESSION VOUCHERS (UPSELL)","UPSELL","Fillmore Detroit Vip Fast Lane: Motion City Soundtrack & say anything","%*FAST LANE-SKIP THE LINE*%GOOD FOR THIS DATE ONLY!%*FAST LANE-SKIP THE LINE*%THE FILLMORE DETROIT%WED NOV 03 2010 DRS  530PM",3,15,"BWC","2010-11-03 21:30:00","2010-11-03","NULL","2010-08-06","2010-11-03 00:00:00","2010-11-02","2010-11-03","EST","DETROIT","MICHIGAN","48201","NULL","T ","N ","Michigan","35604092ecd25b8bb80e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","e5b114788c2447441a81","c840ddabb44fdbd2a321","b85143bf51323b72e53c","3cc6675cff6af877909c","Done","Tommy Hilfiger At Jones Beach Theater Premier Parking","NULL","MISC","PARKING","PARKING","Done","THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%GOOD FOR THIS DATE ONLY%TOMMY HILFIGER%AT JONES BEACH THEATER%FRI JUN 10, 2005 8:00PM",1,15,"UPS","2005-06-11 00:00:00","2005-06-10","NULL","2005-04-23","2005-05-04 00:00:00","2005-05-04","2005-05-05","EST","WANTAGH","NEW YORK","11793","NULL","T ","N ","New York","3cc6675cff6af877909c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","95f70c399f39beafa7f0","1c7cd93b0b3ce3eeb70e","9ec1c55676da2dbacf2b","ba34bce39825ad33fc8b","Premier Parking: Reba Mcentire","Glen Helen L.A. Premier Parking","Reba McEntire","MISC","PARKING","PARKING","Premier Parking: Reba Mcentire","THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%PREMIER PARKING PASS%HYUNDAI PAVILION%SAT JUN 18, 2005 7:00PM",1,20,"Mail","2005-06-19 02:00:00","2005-06-18","NULL","2005-03-12","2005-04-20 00:00:00","2005-04-20","2005-04-30","PST","SAN BERNARDINO","CALIFORNIA","92407","NULL","T ","N ","Los Angeles","ba34bce39825ad33fc8b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","57b7da4b5126e4713432","d0b2f8ad63a0301c1d78","b85143bf51323b72e53c","f35ef715011b76f683d0","Vip Parking: Kid Rock","Hertz Vip Parking","NULL","MISC","PARKING","PARKING","Vip Parking: Kid Rock","THIS VOUCHER IS VALID FOR   VIP PARKING: KID ROCK      NOT A CONCERT TICKET    AARON'S AMP AT LAKEWOOD      ENTER ON PRYOR RD.     SAT SEP 14 2013 6:45 PM  ",1,25,"Mail","2013-09-14 22:45:00","2013-09-14","NULL","2013-04-13","2013-04-13 14:30:40","2013-04-13","2013-04-22","EST","ATLANTA","GEORGIA","30315","www.concerts.livenation.com","T ","N ","Atlanta","f35ef715011b76f683d0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","66c0cb67115f72d5ee36","5969fc1f0a3f9db3744e","61a8eebe4bbecd416117","ed3ae345f815bb550537","Heart With Joan Jett & the blackhearts and cheap trick","Heart","Joan Jett & the Blackhearts","CONCERTS","ROCK/POP","CONCERTS","Heart With Joan Jett & the blackhearts and cheap trick"," ROCK HALL THREE-FOR-ALL            HEART           JOAN JETT&THE BLACKHEARTS        CHEAP TRICK         HOLLYWOOD CASINO AMP STL  SAT JUL 16 2016 6:30 PM  ",2,26.9,"eTicket","2016-07-16 23:30:00","2016-07-16","2016-01-19","2016-01-22","2016-01-20 22:39:10","2016-01-20","2016-01-20","CST","MARYLAND HEIGHTS","MISSOURI","63043","www.concerts.livenation.com","T ","Y ","St. Louis","ed3ae345f815bb550537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","7379bb8f5b383e0cf475","b10e66a885a1f0eb494d","b85143bf51323b72e53c","cbe2a803e3ff85fc10c4","Pearl Jam","Pearl Jam","NULL","CONCERTS","ALTERNATIVE ROCK","CONCERTS","Pearl Jam","     An Evening With              PEARL JAM               $3 to Vitalogy         COLONIAL LIFE ARENA       No Cameras/Video/Rec    THU APR 21 2016 8:00 PM  ",2,136,"eTicket","2016-04-22 00:00:00","2016-04-21","NULL","2016-01-29","2016-01-29 17:26:12","2016-01-29","NULL","EST","COLUMBIA","SOUTH CAROLINA","29208","www.ticketmaster.com","F ","Y ","Atlanta","cbe2a803e3ff85fc10c4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","6b082780f4a3905c1576","6e863695efa4bea8f1d8","c42b8153f75b9db4c668","9276c90a9399ce1a586e","Off Site Shuttle To White River Amph - azteca restaurant bellevue,wa","Off Site White River Amphitheatre Parking","Tom Petty & The Heartbreakers","MISC","PARKING","PARKING","Off Site Shuttle To White River Amph - azteca restaurant bellevue,wa","SHUTTLE LOADS @ 5:45PM%AZTECA RESTAURANT SHUTTLE%TO WHITE RIVER AMP%AZTECA * BELLEVUE LOCATION%150 112TH AVE NE%7/30/06 * 6PM DEPARTURE",2,20,"Mail","2006-07-31 02:30:00","2006-07-30","NULL","2006-05-12","2006-05-12 00:00:00","2006-05-12","2006-05-17","PST","BELLEVUE","WASHINGTON","98004","NULL","T ","N ","Seattle","9276c90a9399ce1a586e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","456668ef1d5a3d823dd2","6cdc2e270775b7e2f709","b85143bf51323b72e53c","52708877fa95a78dfe9e","Comcast Center Mansfield Vip Fast Lane: Jonas Brothers","Vip Fast Lane","NULL","MISC","CONCESSION VOUCHERS (UPSELL)","UPSELL","Comcast Center Mansfield Vip Fast Lane: Jonas Brothers","VIP FAST LANE%MUST HAVE EVENT TICKET%GOOD THIS DATE ONLY%JONAS BROTHERS%COMCAST CENTER, MANSFIELD%WED AUG 25 2010  7:30PM",4,20,"Mail","2010-08-25 23:30:00","2010-08-25","NULL","2010-05-22","2010-05-25 00:00:00","2010-05-25","2010-06-02","EST","MANSFIELD","MASSACHUSETTS","02048","NULL","T ","N ","Boston","52708877fa95a78dfe9e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","aa262a63c0d8c9a3b448","40c466acd6a141bf87ee","b599861a109d8d8b04af","0ee04234c213b2522c18","99.9 Kisw Presents Pain In The Grass 2015 starring slipknot","99.9 KISW Pain In The Grass","Slipknot","CONCERTS","HEAVY METAL","CONCERTS","99.9 Kisw Presents Pain In The Grass 2015 starring slipknot","          * * *               99.9 KISW PRESENTS             SLIPKNOT           PAIN IN THE GRASS 2015   WHITE RIVER AMPHITHEATRE SUN AUG 23 2015 DRS1:00PM ",4,78,"eTicket","2015-08-23 21:00:00","2015-08-23","2015-03-26","2015-03-27","2015-05-27 16:34:29","2015-05-27","2015-08-23","PST","AUBURN","WASHINGTON","98092","www.concerts.livenation.com","T ","Y ","Seattle","0ee04234c213b2522c18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","60567c9c87f819b66f8e","c84bd97d323b0f7f3aa2","2e2dc09e3f75e2cf705d","6e65022af020d9dd4884","STS9","STS9","Toro y Moi","CONCERTS","ALTERNATIVE ROCK","CONCERTS","STS9","   LIVE NATION PRESENTS              STS9                 ** ** ** ** **      17+VALID ID/STANDING ONLY      ARAGON BALLROOM       SAT FEB 13 2016 8:00 PM  ",1,32,"eTicket","2016-02-14 02:00:00","2016-02-13","2015-10-22","2015-10-23","2016-02-05 05:14:02","2016-02-04","2016-02-13","CST","CHICAGO","ILLINOIS","60640","mobile.ticketmaster.us","T ","Y ","Chicago","6e65022af020d9dd4884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","b3c4417bef44767794a6","b3d51d585564a2a62e3f","b85143bf51323b72e53c","d2cea21efc6d456bd6f1","The Fillmore Silver Spring Coat Check: Erykah Badu """"""""""""""""baduizm"""""""""""""""" live","Guaranteed Coat Check","NULL","MISC","SPECIAL ENTRY (UPSELL)","UPSELL","The Fillmore Silver Spring Coat Check: Erykah Badu """"""""""""""""baduizm"""""""""""""""" live","ERYKAH BADU """"""""""""""""BADUIZM LIVE""""""""""""""""    COAT CHECK VOUCHER     **NOT AN EVENT TICKET**    FILLMORE SILVER SPRING     NO REFUNDS/EXCHANGES   VALID THU FEB 28 2013 ONLY",1,3,"Mail","2013-03-01 01:00:00","2013-02-28","NULL","2013-02-08","2013-02-13 15:25:38","2013-02-13","2013-02-15","EST","SILVER SPRING","MARYLAND","20910","www.concerts.livenation.com","T ","N ","Washington DC","d2cea21efc6d456bd6f1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","ca335cdbd13eab30fdc0","b599861a109d8d8b04af","34718efbf0600866bdd9","0292b8be26fc8c772926","Slipknot: Summer's Last Stand Tour","Slipknot","Lamb of God","CONCERTS","HEAVY METAL","UPSELL","Slipknot: Summer's Last Stand Tour","   LIVE NATION PRESENTS            SLIPKNOT             WWW.SLIPKNOT1.COM        MGM Resorts Village           DOORS 5:00PM        FRI AUG 28 2015 6:00 PM  ",2,50,"Mail","2015-08-29 01:00:00","2015-08-28","2015-04-21","2015-04-24","2015-04-22 20:43:28","2015-04-22","2015-04-24","PST","LAS VEGAS","NEVADA","89115","mobile.ticketmaster.us","T ","N ","Las Vegas","0292b8be26fc8c772926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","b20f440779b02aec7dc1","d769ab09a96be5a0b316","b85143bf51323b72e53c","f98055ee2e2954c7fed4","Premier Parking: Jimmy Buffett","Verizon Wireless Amph. Charlotte Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Jimmy Buffett","THIS TICKET IS VALID FOR%PREMIER PARKING%JIMMY BUFFETT%VERIZON WIRELESS AMPH CHA%HWY 29 TO PAVILION BLVD%TUE APR 29 2008 8:00PM",2,40,"TicketFast","2008-04-30 00:00:00","2008-04-29","NULL","2008-03-15","2008-03-15 00:00:00","2008-03-15","2008-03-25","EST","CHARLOTTE","NORTH CAROLINA","28262","NULL","T ","N ","Charlotte","f98055ee2e2954c7fed4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","638d377f0c84c6891d09","43f0436b905bfa7c2eec","b85143bf51323b72e53c","13ce6fd6123269319a4e","Premier Parking : andrea bocelli","XFINITY Center Mansfield Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking : andrea bocelli","VALID FOR PARKING ONLY%PREMIER PARKING%TWEETER CTR, MANSFIELD%ANDREA BOCELLI%LOT OPENS 3 HOURS PRIOR%FRI JUN 16, 2006 8:00PM",1,35,"TicketFast","2006-06-17 00:00:00","2006-06-16","2006-03-23","2006-03-27","2006-04-08 00:00:00","2006-04-08","2006-04-08","EST","MANSFIELD","MASSACHUSETTS","02048","NULL","T ","N ","Boston","13ce6fd6123269319a4e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","78502a9228847c236bab","8f53c0b7cd7810a1829d","b85143bf51323b72e53c","8d6fcb09155ffe1f653c","Cricket Pavilion Phx. Premier Parking","Cricket Pavilion Phx. Premier Parking","NULL","MISC","PARKING","PARKING","Cricket Pavilion Phx. Premier Parking","GOOD FOR PARKING ONLY%PREMIER PARKING PASS%ENTER OFF 79TH AVENUE%CRICKET PAVILION%GOOD THIS DATE ONLY%WED AUG 23 2006 7:00 PM",1,20,"TicketFast","2006-08-24 01:00:00","2006-08-23","NULL","2006-04-08","2006-06-28 00:00:00","2006-06-28","2006-06-28","MST","PHOENIX","ARIZONA","85035","NULL","T ","N ","Arizona","8d6fcb09155ffe1f653c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","8a5a41154a2bbd55a4e5","4b677c3f5bec71eec8d1","b85143bf51323b72e53c","7a42fb03edd05aa6a8ee","Dodge Theatre Adams Street Parking- George Lopez","Parking Event","NULL","MISC","PARKING","PARKING","Dodge Theatre Adams Street Parking- George Lopez","ADAMS STREET GARAGE%PARKING FOR 12/31/05 ONLY%DODGE THEATRE PARKING PASS%ENTRANCE ON ADAMS STREET%GEORGE LOPEZ%GARAGE OPENS AT 6:00PM",1,5,"Mail","2006-01-01 02:30:00","2005-12-31","NULL","2005-09-21","2005-11-30 00:00:00","2005-11-30","2005-12-05","MST","PHOENIX","ARIZONA","85003","NULL","T ","N ","Arizona","7a42fb03edd05aa6a8ee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","0781ca35c3d13e4e7529","fae4ca179d47884f399f","d2f9cabced708a725e63","bfe4e2c6bc2425f239ba","Music Midtown Festival 2 day pass","Music Midtown Festival","Elton John","CONCERTS","OTHER","CONCERTS","Music Midtown Festival 2 day pass","   LIVE NATION PRESENTS       MUSIC MIDTOWN 2015       WWW.MUSICMIDTOWN.COM         PIEDMONT PARK             RAIN OR SHINE          SEPTEMBER 18-19 2015   ",1,125,"Mail","2015-09-20 00:00:00","2015-09-19","2015-06-24","2015-06-27","2015-08-01 16:08:47","2015-08-01","2015-08-11","EST","ATLANTA","GEORGIA","30306","www.ticketmaster.com","T ","Y ","Atlanta","bfe4e2c6bc2425f239ba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","38c528cdfd0f88c9f8a6","9babfdb02a7f8004fc6e","e84711f231c204caaa78","8631ded7fcd5258d21bb","Gorge Amphitheatre Premier Parking - jack johnson","Gorge Amphitheatre Star Parking","Jack Johnson","MISC","PARKING","PARKING","Gorge Amphitheatre Premier Parking - jack johnson","THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%* GOOD THIS DAY ONLY *%PREMIER PARKING PASS%GORGE AMPHITHEATRE-GEORGE%FRI AUG 22, 2008 7:00PM",1,25,"TicketFast","2008-08-23 02:00:00","2008-08-22","NULL","2008-03-15","2008-03-13 00:00:00","2008-03-12","2008-08-20","PST","GEORGE","WASHINGTON","98848","NULL","T ","N ","Seattle","8631ded7fcd5258d21bb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23"
