"","event_id","primary_act_id","secondary_act_id","purch_party_lkup_id","event_name","primary_act_name","secondary_act_name","major_cat_name","minor_cat_name","la_event_type_cat","event_disp_name","ticket_text","tickets_purchased_qty","trans_face_val_amt","delivery_type_cd","event_date_time","event_dt","presale_dt","onsale_dt","sales_ord_create_dttm","sales_ord_tran_dt","print_dt","timezn_nm","venue_city","venue_state","venue_postal_cd_sgmt_1","sales_platform_cd","print_flg","la_valid_tkt_event_flg","fin_mkt_nm","web_session_cookie_val","gndr_cd","age_yr","income_amt","edu_val","edu_1st_indv_val","edu_2nd_indv_val","adults_in_hh_num","married_ind","child_present_ind","home_owner_ind","occpn_val","occpn_1st_val","occpn_2nd_val","dist_to_ven"
"1217606","86d498ec819a89b1f843","d769ab09a96be5a0b316","b85143bf51323b72e53c","ee0f3afe6a14bfb00c14","Premier Parking: Counting Crows & maroon 5","Verizon Wireless Amph. Charlotte Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Counting Crows & maroon 5","THIS TICKET IS VALID FOR%PREMIER PARKING%COUNTING CROWS/MAROON 5%VERIZON WIRELESS AMPH CHA%HWY 29 TO PAVILION BLVD%MON JUL 28 2008 7:00PM",1,20,"TicketFast","2008-07-28 23:00:00","2008-07-28","NULL","2008-04-11","2008-07-15 00:00:00","2008-07-15","2008-07-15","EST","CHARLOTTE","NORTH CAROLINA","28262","NULL","T ","N ","Charlotte","ee0f3afe6a14bfb00c14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448206","b6a20744b3ab8748f6be","ebe30b90662305cd8f18","3f010d7b8687dbfc8409","f9cbb75346eda9496f24","Van Halen","Van Halen","The Kenny Wayne Shepherd Band","CONCERTS","ROCK/POP","CONCERTS","Van Halen","    WWW.VAN-HALEN.COM             VAN HALEN         BELLE TIRE CONCERT SERIES  DTE ENERGY MUSIC THEATRE     **RAIN OR SHINE**      FRI SEP 04 2015 7:30 PM  ",4,342,"eTicket","2015-09-04 23:30:00","2015-09-04","2015-03-31","2015-04-04","2015-04-04 15:21:33","2015-04-04","2015-07-12","EST","CLARKSTON","MICHIGAN","48348","www.ticketmaster.ca","T ","Y ","Michigan","f9cbb75346eda9496f24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636858","8ec311da94f7d0031011","fd1fdddabaa49076867a","c58a2f91fc867b0a7581","edfe65410e415a2105d2","The Main Event: Nkotb With Very Special Guests Tlc And Nelly","New Kids On the Block","TLC","CONCERTS","ROCK/POP","CONCERTS","The Main Event: Nkotb With Very Special Guests Tlc And Nelly","   LIVE NATION PRESENTS             NKOTB                 THE MAIN EVENT       AMERICAN AIRLINES CENTER        TLC & NELLY          THU MAY 14 2015 7:00PM  ",1,89.5,"eTicket","2015-05-15 00:00:00","2015-05-14","2015-01-22","2015-01-31","2015-04-30 00:30:38","2015-04-29","2015-04-29","CST","DALLAS","TEXAS","75219","www.ticketmaster.com","T ","Y ","Dallas","edfe65410e415a2105d2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1626191","32771350230ff6a75872","8f53c0b7cd7810a1829d","b85143bf51323b72e53c","a41ee10373e3e182c0be","Cricket Pavilion Premier Parking: Kid Rock","Cricket Pavilion Phx. Premier Parking","NULL","MISC","PARKING","PARKING","Cricket Pavilion Premier Parking: Kid Rock","GOOD FOR PARKING ONLY%PREMIER PARKING PASS%ENTER OFF 79TH AVENUE%CRICKET PAVILION%GOOD THIS DATE ONLY%SAT APR 22 2006 8:00 PM",1,20,"Mail","2006-04-23 02:00:00","2006-04-22","NULL","2006-03-11","2006-03-22 00:00:00","2006-03-22","2006-03-24","MST","PHOENIX","ARIZONA","85035","NULL","T ","N ","Arizona","a41ee10373e3e182c0be",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1119344","02ee6eb8198b51cad2cc","02fee4e221f610d8d7bd","b85143bf51323b72e53c","aa6e96fc835b954db40f","Premier Parking: Celtic Woman","Chevrolet Theatre Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Celtic Woman","THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%GOOD FOR THIS DATE ONLY%CELTIC WOMAN PARKING%CHEVROLET THEATRE%SUN MAR 15, 2009 2:00PM",2,30,"TicketFast","2009-03-15 18:00:00","2009-03-15","NULL","2008-12-12","2008-12-12 00:00:00","2008-12-12","2008-12-12","EST","WALLINGFORD","CONNECTICUT","06492","NULL","T ","N ","Boston","aa6e96fc835b954db40f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1592360","7af1ccd9a3ec3b6cef1c","e274b5c11a2a63e00141","b85143bf51323b72e53c","30cae1682c4abe29e46d","Premier Parking: Rascal Flatts","Umb Bank Pavilion St. Louis Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Rascal Flatts","ADMIT ONE VEHICLE FOR%PREMIER PARKING%FOLLOW VIP PARKING SIGNS%UMB BANK PAVILION%RASCAL FLATTS%SAT JUN 24 2006 8:00 PM",1,20,"TicketFast","2006-06-25 01:00:00","2006-06-24","NULL","2006-05-06","2006-05-06 00:00:00","2006-05-06","2006-05-06","CST","MARYLAND HEIGHTS","MISSOURI","63043","NULL","T ","N ","St. Louis","30cae1682c4abe29e46d","M","28","45000","College","College","NULL","1","0","NULL","1","Other","Other","NULL",NA
"184555","3df759c1f319a9426da9","9bee9a83fb75f861ba2b","b85143bf51323b72e53c","da697ec9aff783f3aa5a","Sebastian Maniscalco","Sebastian Maniscalco","NULL","CONCERTS","COMEDY","ARTS","Sebastian Maniscalco","   LIVE NATION PRESENTS      SEBASTIAN MANISCALCO                                   BEACON THEATRE       COCA-COLA CONCERT SERIES   SAT MAY 7, 2016 7:00PM  ",4,300,"eTicket","2016-05-07 23:00:00","2016-05-07","2015-11-10","2015-11-12","2015-11-10 16:02:44","2015-11-10","2015-11-10","EST","NEW YORK","NEW YORK","10023","www.ticketmaster.com","T ","Y ","New York","da697ec9aff783f3aa5a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1560590","499c413655c610bf9076","03cabca4db63531dc982","b85143bf51323b72e53c","409a732a854540e6d73a","Alpine Premier Parking : ozzfest","Alpine Valley Music Theatre Premier Parking","NULL","MISC","PARKING","PARKING","Alpine Premier Parking : ozzfest","ALPINE VALLEY%GOOD FOR ONE CAR ONLY%VALID ONLY ON DAY OF SHOW%MUST HAVE THIS TKT/TAX PD%PREMIER PARKING PASS%SAT JUL 22 2006 DRS 9AM",1,20,"TicketFast","2006-07-22 14:00:00","2006-07-22","NULL","2006-03-19","2006-03-19 00:00:00","2006-03-19","2006-03-19","CST","ELKHORN","WISCONSIN","53121","NULL","T ","N ","Wisconsin","409a732a854540e6d73a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433791","db2f5aaf72d23774bdda","75578de54ddf5b3ca7dd","7205f93a45b2e20210bf","74c0ae730a84e1160ad8","Florida Georgia Line: Anything Goes Tour","Florida Georgia Line","Thomas Rhett","CONCERTS","COUNTRY","CONCERTS","Florida Georgia Line: Anything Goes Tour","   LIVE NATION PRESENTS      FLORIDA GEORGIA LINE       ANYTHING GOES TOUR     W/T. RHETT & F. BALLARD   XFINITY CENTER, LOTS 4PM  SAT SEP 12 2015 7:30 PM  ",3,75,"eTicket","2015-09-12 23:30:00","2015-09-12","2015-05-13","2015-05-15","2015-05-13 14:22:07","2015-05-13","2015-07-10","EST","MANSFIELD","MASSACHUSETTS","02048","www.concerts.livenation.com","T ","Y ","Boston","74c0ae730a84e1160ad8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765754","6a76be5482683395a99a","ac4b847b3fde66f2117e","b85143bf51323b72e53c","5548eee1535cac5fe509","The Fillmore Silver Spring Fast Lane: Mac Miller","Fast Lane Access","NULL","MISC","SPECIAL ENTRY (UPSELL)","UPSELL","The Fillmore Silver Spring Fast Lane: Mac Miller","        MAC MILLER            FAST LANE VOUCHER     ** NOT AN EVENT TICKET **   FILLMORE SILVER SPRING  NO REFUNDS / NO EXCHANGES VALID WED JUL 10 2013 ONLY",3,30,"UPS","2013-07-11 00:00:00","2013-07-10","NULL","2013-05-10","2013-06-19 00:03:44","2013-06-18","2013-07-09","EST","SILVER SPRING","MARYLAND","20910","www.concerts.livenation.com","T ","N ","Washington DC","5548eee1535cac5fe509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1423237","3e54b35745ca614ce7e6","1a3e9aecd0617706a794","e2981973281c70939168","6ba4d19743db1c5c25f7","Gorge 2 day camping - sat thru sun 5/26-5/27","Gorge Camping","Sasquatch! Festival","MISC","CAMPING","INVALID","Gorge 2 day camping - sat thru sun 5/26-5/27","%OVERNIGHT C A M P I N G%* 2 DAY PASS *%GORGE CAMPGROUND%* GOOD THESE DATES ONLY *%SAT-SUN MAY 26-27, 2007",1,80,"Mail","2007-05-27 07:01:00","2007-05-27","2007-02-27","2007-03-03","2007-03-28 00:00:00","2007-03-27","2007-03-29","PST","QUINCY","WASHINGTON","98848","NULL","T ","N ","Seattle","6ba4d19743db1c5c25f7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1251290","f4eac11f1d9f859590a2","6e374e3c27b845a8e4e8","b85143bf51323b72e53c","9f8aa6fe3d6f05a83870","Premier Parking: Rush","Saratoga Performing Arts Ctr. Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Rush","THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%LOTS OPEN AT 6:00PM%RUSH%SARATOGA PERF ARTS CENTER%SAT, JUL 5, 2008 8:00PM",1,15,"TicketFast","2008-07-06 00:00:00","2008-07-05","NULL","2008-02-08","2008-02-09 00:00:00","2008-02-09","2008-02-09","EST","SARATOGA SPRINGS","NEW YORK","12866","NULL","T ","N ","New York","9f8aa6fe3d6f05a83870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7"
"773693","e408a810b3b298dff8df","be462316a8567e40fdf0","b85143bf51323b72e53c","0c4b92dd001052c0fef6","Old National Centre Bottomless Soda: Fall Out Boy","Fantastic Meal Voucher","NULL","MISC","DINNER PACKAGES (UPSELL)","UPSELL","Old National Centre Bottomless Soda: Fall Out Boy","   OLD NATIONAL CENTRE         BOTTOMLESS SODA      REDEEM AT MAIN CONCESSION        IN THE LOBBY          GOOD THIS DATE ONLY     SAT JUN 29 2013 8:00 PM  ",1,6.5,"TicketFast","2013-06-30 00:00:00","2013-06-29","NULL","2013-02-08","2013-02-08 15:34:40","2013-02-08","2013-06-26","CST","INDIANAPOLIS","INDIANA","46204","www.concerts.livenation.com","T ","N ","Indiana-Ohio","0c4b92dd001052c0fef6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627088","1ac951eeb43b10174937","44f20934cee9bba02300","3394445edd3cc23fc492","51dda39c18bdb30f63e3","The Story So Far","The Story So Far","Four Year Strong","CONCERTS","PUNK","CONCERTS","The Story So Far","   CROSSROADS PRESENTS         THE STORY SO FAR            WWW.HOB.COM          HOUSE OF BLUES BOSTON    15 LANSDOWNE ST/ALL AGES FRI MAY 22 2015 DRS 630PM ",2,44,"eTicket","2015-05-22 22:30:00","2015-05-22","2015-02-27","2015-02-27","2015-05-19 23:17:49","2015-05-19","2015-05-22","EST","BOSTON","MASSACHUSETTS","02215","mobile.livenation.us","T ","Y ","Boston","51dda39c18bdb30f63e3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627674","4af0f3955aa22a327b9e","78f59851c6d7979600ad","fcba408c8aaf7a3d9700","7529ffbdc14a66fe8c66","Darius Rucker: Southern Style Tour 2015","Darius Rucker","Brett Eldredge","CONCERTS","ROCK/POP","CONCERTS","Darius Rucker: Southern Style Tour 2015","   WWW.DARIUSRUCKER.COM         DARIUS RUCKER          SOUTHERN STYLE TOUR     MIDFLORIDA AMPHITHEATRE        RAIN OR SHINE        FRI MAY 22 2015 7:00 PM  ",1,13.5,"eTicket","2015-05-22 23:00:00","2015-05-22","2015-02-17","2015-02-20","2015-05-22 19:43:56","2015-05-22","2015-05-22","EST","TAMPA","FLORIDA","33610","www.concerts.livenation.com","T ","Y ","Tampa","7529ffbdc14a66fe8c66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"973171","e225aea35a09cb53a8f6","4b677c3f5bec71eec8d1","b85143bf51323b72e53c","6f8f600b3bb54be05d3b","Cricket Wireless Vip Parking: Channel 933 summer kick off","Parking Event","NULL","MISC","PARKING","PARKING","Cricket Wireless Vip Parking: Channel 933 summer kick off","WEST VIP PARKING LOT ONLY%CHANNEL 933 SHOW%WEST VIP PARKING LOT ONLY%CRICKET WIRELESS AMP%GOOD THIS DATE ONLY%FRI MAY 13 2011",1,20,"TicketFast","2011-05-14 01:00:00","2011-05-13","NULL","2011-03-16","2011-03-31 00:00:00","2011-03-30","2011-04-18","PST","CHULA VISTA","CALIFORNIA","91911","NULL","T ","N ","San Diego","6f8f600b3bb54be05d3b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788794","a0f3e2eb6d35b2427871","4b677c3f5bec71eec8d1","b85143bf51323b72e53c","da1537f22f15409d8895","Premier Parking: Rascal Flatts","Parking Event","NULL","MISC","PARKING","PARKING","Premier Parking: Rascal Flatts","   TICKET IS VALID FOR      PREMIER PARKING ONLY!         RASCAL FLATTS             JUNE 7TH 2013         NOT A CONCERT TICKET!      * * PARKING ONLY * *   ",1,21,"TicketFast","2013-06-07 22:00:00","2013-06-07","NULL","2013-03-01","2013-04-07 12:54:33","2013-04-07","2013-04-07","EST","TAMPA","FLORIDA","33610","www.concerts.livenation.com","T ","N ","Tampa","da1537f22f15409d8895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1378949","242cce4c2c2ce405cc9e","5a29f349bfe4d595f521","b85143bf51323b72e53c","5abcfec503cbebcb7200","Premier Parking : vans wapred tour","Klipsch Music Ctr. Ind. Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking : vans wapred tour","THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%VANS WARPED TOUR%VERIZON WIRELESS MUSIC CTR%TUE AUG 7 2007 11:00AM",1,20,"Mail","2007-08-07 15:00:00","2007-08-07","NULL","2007-04-14","2007-05-26 00:00:00","2007-05-26","2007-05-30","CST","NOBLESVILLE","INDIANA","46060","NULL","T ","N ","Indiana-Ohio","5abcfec503cbebcb7200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1540744","87685cd678fe4816c3c4","002d7347ccac23f064b3","b85143bf51323b72e53c","3be614ddf120d3d5a30a","First Midwest Bank Amphitheatre Premier Parking-jimmy Buffett","Hollywood Casino Amphitheatre Chicago VIP Parking","NULL","MISC","PARKING","PARKING","First Midwest Bank Amphitheatre Premier Parking-jimmy Buffett","PREMIER PARKING ONLY%JIMMY BUFFETT%& CORAL REEFER BAND%FIRST MIDWEST BANK AMP%PARKING EVENT ONLY%SAT AUG 5 2006 8:00PM",1,20,"TicketFast","2006-08-06 01:00:00","2006-08-05","NULL","2006-03-13","2006-08-04 00:00:00","2006-08-04","2006-08-04","CST","TINLEY PARK","ILLINOIS","60477","NULL","T ","N ","Chicago","3be614ddf120d3d5a30a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846770","e3f7f13f87862e232095","ac4b847b3fde66f2117e","b85143bf51323b72e53c","ecb79ed9e49097d36f1c","Charter One Pavilion: Vip Fast Lane: Gotye","Fast Lane Access","NULL","MISC","SPECIAL ENTRY (UPSELL)","UPSELL","Charter One Pavilion: Vip Fast Lane: Gotye","   *VIP FAST LANE ONLY*             GOTYE             TICKET VALID ONLY FOR       *FAST LANE ACCESS*       CHARTER ONE PAVILION    FRI AUG 24 2012 7:30 PM  ",2,20,"TicketFast","2012-08-25 00:30:00","2012-08-24","NULL","2012-06-06","2012-06-13 01:20:30","2012-06-12","2012-06-18","CST","CHICAGO","ILLINOIS","60605","www.livenation.com","T ","N ","Chicago","ecb79ed9e49097d36f1c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1339949","37324d5eb3e43a7610f0","d769ab09a96be5a0b316","b85143bf51323b72e53c","44d9fb2cdbe270245bad","Premier Parking: Dave Matthews Band","Verizon Wireless Amph. Charlotte Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Dave Matthews Band","THIS TICKET IS VALID FOR%PREMIER PARKING%DAVE MATTHEWS BAND%VERIZON WIRELESS AMPH CHA%HWY 29 TO PAVILION BLVD%WED SEP 19 2007 7:00PM",1,20,"TicketFast","2007-09-19 23:00:00","2007-09-19","NULL","2007-04-21","2007-08-17 00:00:00","2007-08-17","2007-09-19","EST","CHARLOTTE","NORTH CAROLINA","28262","NULL","T ","N ","Charlotte","44d9fb2cdbe270245bad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1099613","1730d3395107f0df2fce","86548c5bce2089a5d311","b85143bf51323b72e53c","a58061a5065dcfc1bd05","Vip Blossom Music Center Parking : dave matthews band","Blossom Music Center Premier Parking","NULL","MISC","PARKING","PARKING","Vip Blossom Music Center Parking : dave matthews band","*** PARKING RECEIPT ***%DAVE MATTHEWS BAND%THIS IS NOT A PASS%BLOSSOM MUSIC CENTER%*** RECEIPT ONLY ***%WED JUL 29 2009  7:00PM",1,17.5,"Mail","2009-07-29 23:00:00","2009-07-29","NULL","2009-03-08","2009-03-13 00:00:00","2009-03-13","2009-03-25","CST","CUYAHOGA FALLS","OHIO","44223","NULL","T ","N ","Cleveland","a58061a5065dcfc1bd05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491754","00d47de346f3fd41ce6d","20a35d24da120b6c4342","486822441281ccd090ef","3148da2ebd57baa4fc96","Tim Mcgraw: Shotgun Rider Tour With Billy Currington & chase bryant","Tim McGraw","Billy Currington","CONCERTS","COUNTRY","CONCERTS","Tim Mcgraw: Shotgun Rider Tour With Billy Currington & chase bryant","    WWW.TIMMCGRAW.COM             TIM MCGRAW                                      SHOTGUN RIDER TOUR       HOLLYWOOD CASINO AMP    SAT AUG 08 2015 7:00 PM  ",2,439.5,"BWC","2015-08-09 00:00:00","2015-08-08","2015-04-08","2015-04-10","2015-04-09 14:40:58","2015-04-09","2015-08-06","CST","TINLEY PARK","ILLINOIS","60477","www.concerts.livenation.com","T ","Y ","Chicago","3148da2ebd57baa4fc96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
